Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
10/16/2020,403.25,409,401.75,402,-1.75,-0.43%,404290,1585898
10/15/2020,396,404.25,393.5,403.75,7.25,+1.83%,437391,1572682
10/14/2020,391,397.5,388,396.5,5.25,+1.34%,325354,1552548
10/13/2020,389,392.75,388,391.25,2.25,+0.58%,218471,1550756
10/12/2020,395.5,399.25,387.25,389,-6,-1.52%,335214,1544031
10/09/2020,387,398.25,386.5,395,8,+2.07%,496635,1538606
10/08/2020,389,394.5,386.5,387,-1.75,-0.45%,351759,1531693
10/07/2020,384.5,392,384,388.75,3.75,+0.97%,316359,1542463
10/06/2020,378.5,389.25,378.5,385,5.5,+1.45%,347480,1550416
10/05/2020,378.75,382.5,377.75,379.5,-0.25,-0.07%,197265,1540476
10/02/2020,381.5,383.25,377.25,379.75,-3,-0.78%,295747,1543526
10/01/2020,379,385.5,378,382.75,3.75,+0.99%,359714,1525177
09/30/2020,364.25,382.75,362,379,14.25,+3.91%,550965,1526778
09/29/2020,366.75,367.75,361,364.75,-2,-0.55%,227840,1513913
09/28/2020,364.25,369.75,360.5,366.75,1.5,+0.41%,250214,1514106
09/25/2020,363.25,367.5,363,365.25,1.75,+0.48%,207125,1506366
09/24/2020,368,368.25,363,363.5,-5,-1.36%,244503,1507993
09/23/2020,368.25,370.25,365.75,368.5,-0.75,-0.20%,201237,1508897
09/22/2020,369.75,373.25,365.75,369.25,-0.5,-0.14%,262603,1502375
09/21/2020,377.5,378.25,368.25,369.75,-8.75,-2.31%,335066,1502526
09/18/2020,374.25,379.25,373.25,378.5,3.25,+0.87%,336998,1498989
09/17/2020,371.5,377.25,368,375.25,3.5,+0.94%,387152,1482261
09/16/2020,365.5,372,361.75,371.75,5.75,+1.57%,257890,1466809
09/15/2020,369,369.5,365.25,366,-3.5,-0.95%,220795,1458330
09/14/2020,368.5,371,367.25,369.5,1,+0.27%,223457,1454696
09/11/2020,365,369.5,363.75,368.5,3.5,+0.96%,382691,1438632
09/10/2020,360,366.75,359.5,365,4.75,+1.32%,348908,1415534
09/09/2020,360.75,361.25,358,360.25,-1.5,-0.41%,219518,1396942
09/08/2020,358,363.5,356.5,361.75,3.75,+1.05%,295916,1396854
09/04/2020,354,359.25,353.75,358,4.25,+1.20%,201308,1391495
09/03/2020,358.25,359,353.25,353.75,-5,-1.39%,188522,1384211
09/02/2020,358,359.5,354.25,358.75,0.75,+0.21%,281320,1387257
09/01/2020,356.25,358.75,351,358,0.25,+0.07%,354441,1381162
08/31/2020,360,364.25,356.25,357.75,-1.5,-0.42%,373189,1364454
08/28/2020,357.5,360,355,359.25,0.75,+0.21%,463440,1354289
08/27/2020,354,359,352.75,358.5,4.25,+1.20%,526881,1370183
08/26/2020,353.75,355,351.25,354.25,-0.25,-0.07%,393172,1387553
08/25/2020,348.75,355,348,354.5,9.5,+2.75%,571988,1418392
08/24/2020,342,345.5,341,345,4.5,+1.32%,393704,1461490
08/21/2020,339.25,341.75,338.75,340.5,1.25,+0.37%,407437,1479911
08/20/2020,339,340.75,335.5,339.25,-0.5,-0.15%,290678,1515356
08/19/2020,340.5,342.25,338,339.75,-2,-0.59%,269962,1514464
08/18/2020,343.75,346,340.5,341.75,-3,-0.87%,411554,1525023
08/17/2020,340.75,345,340,344.75,6.75,+2.00%,367064,1545273
08/14/2020,337.75,339.25,335.25,338,-0.75,-0.22%,458099,1553851
08/13/2020,327.5,340.75,327.5,338.75,11.5,+3.51%,900479,1567889
08/12/2020,323.25,327.75,320,327.25,3.75,+1.16%,600586,1598646
08/11/2020,323.75,327.5,322.5,323.5,0.5,+0.15%,497383,1589059
08/10/2020,320.5,323.75,320.5,323,2.25,+0.70%,435364,1620655
08/07/2020,323.5,324.25,320,320.75,-3,-0.93%,337074,1630523
08/06/2020,322.75,324.75,321.25,323.75,0.5,+0.15%,324198,1645807
08/05/2020,321,323.5,320.75,323.25,3,+0.94%,322960,1641638
08/04/2020,327.25,327.75,320,320.25,-8.25,-2.51%,491003,1638917
08/03/2020,326,329,326,328.5,1.5,+0.46%,227988,1614914
07/31/2020,326.75,328.25,325.5,327,0.25,+0.08%,215137,1623627
07/30/2020,326.25,329.5,326,326.75,0.5,+0.15%,295973,1622652
07/29/2020,330,331.5,326,326.25,-3.75,-1.14%,340602,1616810
07/28/2020,332.25,332.5,329,330,-4.5,-1.35%,278429,1599450
07/27/2020,333.5,336.5,332.5,334.5,-0.5,-0.15%,250906,1571404
07/24/2020,335.75,337.5,334.25,335,-0.5,-0.15%,350422,1568681
07/23/2020,334.5,336.75,332.5,335.5,0.75,+0.22%,240194,1554713
07/22/2020,330.75,335,330.25,334.75,4,+1.21%,293062,1532765
07/21/2020,335,335.25,330,330.75,-5,-1.49%,303242,1523220
07/20/2020,339.75,340,332.5,335.75,-4,-1.18%,280000,1514878
07/17/2020,337.5,341.25,337.5,339.75,2.25,+0.67%,217341,1506324
07/16/2020,333.75,340.5,333.5,337.5,3.5,+1.05%,269035,1504833
07/15/2020,333.5,336.25,330.5,334,0.25,+0.07%,266493,1517170
07/14/2020,336.5,339.5,333.25,333.75,-2.75,-0.82%,316262,1497743
07/13/2020,341.75,342,334.75,336.5,-8.25,-2.39%,439298,1487362
07/10/2020,357,359.5,343.75,344.75,-12.25,-3.43%,454863,1483548
07/09/2020,354,362,353.25,357,2.75,+0.78%,406609,1475603
07/08/2020,351.5,354.75,347.5,354.25,1.75,+0.50%,294800,1476390
07/07/2020,357,357.5,349.25,352.5,-3.75,-1.05%,328697,1489681
07/06/2020,359.5,360,355.25,356.25,2.75,+0.78%,319272,1494819
07/02/2020,359.75,363,352.75,353.5,-7,-1.94%,353572,1507589
07/01/2020,350,363,349.5,360.5,10,+2.85%,599894,1531476
06/30/2020,333.5,354.25,332.25,350.5,15.75,+4.71%,889100,1559526
06/29/2020,324.25,335,323.5,334.75,9.5,+2.92%,609982,1549165
06/26/2020,328,330.25,322,325.25,-2.75,-0.84%,660344,1600310
06/25/2020,333.25,333.75,324,328,-5.75,-1.72%,677503,1642629
06/24/2020,336,339.75,333.25,333.75,-3,-0.89%,492571,1615596
06/23/2020,340.75,340.75,334.5,336.75,-5,-1.46%,529897,1609523
06/22/2020,345,345,340.5,341.75,-3.5,-1.01%,317131,1609305
06/19/2020,342,345.75,339,345.25,2.5,+0.73%,425806,1594125
06/18/2020,342.5,346.5,341,342.75,0,0.00%,439613,1575631
06/17/2020,342,343.75,339.25,342.75,0,0.00%,474716,1576729
06/16/2020,343.5,346.75,341.5,342.75,1.25,+0.37%,476676,1583800
06/15/2020,342,343,338.75,341.5,-1.5,-0.44%,361396,1561727
06/12/2020,343.25,345.75,341.75,343,-0.75,-0.22%,489681,1544793
06/11/2020,341.5,344.75,340,343.75,2.25,+0.66%,551069,1555707
06/10/2020,342.5,343.25,340.25,341.5,-1.75,-0.51%,485070,1551071
06/09/2020,346,347.5,341.75,343.25,-4.25,-1.22%,502590,1534533
06/08/2020,347,348.5,344.75,347.5,2.25,+0.65%,412721,1522447
06/05/2020,342.25,346.25,342,345.25,2.5,+0.73%,428499,1542083
06/04/2020,338.25,342.75,337.75,342.75,4.5,+1.33%,277789,1531318
06/03/2020,338,338.75,336,338.25,0.25,+0.07%,237170,1528199
06/02/2020,336,338.25,335,338,2.25,+0.67%,236255,1518926
06/01/2020,338,340.25,332.75,335.75,-3,-0.89%,259174,1503318
05/29/2020,340.25,342.5,336.75,338.75,-1.5,-0.44%,321804,1488890
05/28/2020,334.5,342.5,333,340.25,5.75,+1.72%,423409,1475222
05/27/2020,334.25,335.75,333.75,334.5,0.5,+0.15%,128265,1472908
05/26/2020,331.5,336.75,331.25,334,1.25,+0.38%,233663,1465739
05/22/2020,332.75,333.75,330.75,332.75,-0.25,-0.08%,163996,1463711
05/21/2020,333.75,334.5,331,333,-1,-0.30%,189027,1455128
05/20/2020,334.5,335,331.25,334,-0.25,-0.07%,255175,1445086
05/19/2020,332.75,336.75,332.5,334.25,1.5,+0.45%,231923,1436588
05/18/2020,332.25,334,330.75,332.75,0.75,+0.23%,173085,1427238
05/15/2020,331,333.25,330.75,332,0.25,+0.08%,190594,1423297
05/14/2020,332.5,332.75,330,331.75,-0.75,-0.23%,204304,1419584
05/13/2020,335.75,335.75,332,332.5,-3.25,-0.97%,217436,1417094
05/12/2020,334.5,337.5,330.75,335.75,1,+0.30%,344294,1421348
05/11/2020,337,338.75,333.75,334.75,-1,-0.30%,186348,1396718
05/08/2020,334,338.5,333.75,335.75,1.75,+0.52%,200946,1395498
05/07/2020,331,336.25,331,334,2.75,+0.83%,288416,1394474
05/06/2020,334.5,335,330.5,331.25,-3,-0.90%,206895,1394789
05/05/2020,332.75,335.25,331.75,334.25,0.25,+0.07%,198461,1397612
05/04/2020,335.5,335.75,331,334,-2.75,-0.82%,216962,1396685
05/01/2020,337,337.25,332.75,336.75,-0.5,-0.15%,186522,1391282
04/30/2020,333.5,339.5,331.25,337.25,3.75,+1.12%,299303,1398355
04/29/2020,329.25,335.25,327.25,333.5,3.5,+1.06%,450285,1407173
04/28/2020,329,332.75,328.25,330,0.5,+0.15%,440087,1423461
04/27/2020,335.5,336.5,328.5,329.5,-7.25,-2.15%,383805,1454196
04/24/2020,339,340.5,332.5,336.75,-2,-0.59%,342120,1456168
04/23/2020,337.25,343,335.5,338.75,2,+0.59%,473011,1471144
04/22/2020,332,340.25,331,336.75,4.75,+1.43%,460953,1485273
04/21/2020,337,337.5,325.5,332,-5,-1.48%,583555,1470777
04/20/2020,342.75,343.25,336.5,337,-6.5,-1.89%,407542,1474765
04/17/2020,341.25,345.75,341.25,343.5,2.5,+0.73%,270502,1461476
04/16/2020,342.5,344.25,340.75,341,-1.75,-0.51%,343860,1457208
04/15/2020,346.5,347.5,341.75,342.75,-3.75,-1.08%,425129,1452038
04/14/2020,349.75,351,346.25,346.5,-3.25,-0.93%,448962,1439982
04/13/2020,350.25,351.75,345.5,349.75,-1,-0.29%,336031,1441515
04/09/2020,350,352,347,350.75,1.5,+0.43%,387780,1425276
04/08/2020,351,352.75,347.75,349.25,-1.75,-0.50%,353923,1431184
04/07/2020,348.5,353.75,348.25,351,2.75,+0.79%,344881,1430281
04/06/2020,349.75,350.25,346.25,348.25,-2.5,-0.71%,252949,1429676
04/03/2020,349.25,353.75,348.25,350.75,1,+0.29%,361270,1424722
04/02/2020,347.75,353.75,346.75,349.75,2.5,+0.72%,356459,1419685
04/01/2020,357.5,358.75,347,347.25,-10.25,-2.87%,392823,1410902
03/31/2020,360,362.5,353.25,357.5,-2.25,-0.63%,488559,1389346
03/30/2020,361,364.75,358.5,359.75,-4.5,-1.24%,226989,1378265
03/27/2020,367.5,369,361.5,364.25,-3,-0.82%,237275,1369855
03/26/2020,367,368,364.25,367.25,0,0.00%,246700,1374327
03/25/2020,365.5,369.25,364.75,367.25,2,+0.55%,249451,1374735
03/24/2020,364,368,359,365.25,1,+0.27%,262473,1382708
03/23/2020,360.5,365.5,359.5,364.25,1,+0.28%,232903,1398077
03/20/2020,363.5,370,362,363.25,0,0.00%,418571,1403100
03/19/2020,358,370.75,357.5,363.25,5.5,+1.54%,491967,1409138
03/18/2020,362.25,363.25,355.25,357.75,-4.75,-1.31%,611371,1439449
03/17/2020,367,368,361.5,362.5,-4.5,-1.23%,492031,1440256
03/16/2020,370.25,374.75,366.5,367,-6,-1.61%,416531,1435203
03/13/2020,372,377.25,370.75,373,1.25,+0.34%,391336,1450294
03/12/2020,376,376.25,370,371.75,-5.25,-1.39%,397588,1456349
03/11/2020,380,380.25,376,377,-3.5,-0.92%,233110,1467673
03/10/2020,378,381.5,377.75,380.5,4.25,+1.13%,277559,1470043
03/09/2020,377,378.5,374,376.25,-5.25,-1.38%,462337,1480776
03/06/2020,382.5,385,380.5,381.5,-2.25,-0.59%,344827,1478121
03/05/2020,384.5,385.25,381.75,383.75,-1.75,-0.45%,286618,1491018
03/04/2020,384,386.75,382.25,385.5,1,+0.26%,330643,1503406
03/03/2020,381,386.75,381,384.5,3.75,+0.98%,381474,1501015
03/02/2020,376.75,381.5,375.5,380.75,3.75,+0.99%,298383,1491581
02/28/2020,377.75,378.25,375,377,-0.5,-0.13%,353697,1498154
02/27/2020,381,381.5,376.25,377.5,-4,-1.05%,636788,1511836
02/26/2020,381.75,384.25,381,381.5,-0.75,-0.20%,722687,1527853
02/25/2020,383,383.75,381.25,382.25,0,0.00%,353534,1584614
02/24/2020,385,385.25,380.5,382.25,-3.75,-0.97%,490840,1592022
02/21/2020,387.75,389.5,385.25,386,-2.5,-0.64%,428964,1608043
02/20/2020,391,391.5,387.75,388.5,-2.25,-0.58%,393518,1620061
02/19/2020,392,392.5,390,390.75,-2.5,-0.64%,341346,1608631
02/18/2020,389.25,393.25,389,393.25,4.5,+1.16%,452619,1607877
02/14/2020,391.75,392.25,388.5,388.75,-3.25,-0.83%,465431,1602897
02/13/2020,392.5,392.5,390.75,392,-1,-0.25%,447768,1610553
02/12/2020,391.75,393.75,391,393,1,+0.26%,495981,1590779
02/11/2020,392.75,393.5,390.25,392,-1.5,-0.38%,424102,1573430
02/10/2020,393.5,393.5,390,393.5,-0.5,-0.13%,449806,1565443
02/07/2020,390,394,389.75,394,4.25,+1.09%,519281,1575730
02/06/2020,392.25,393.25,389.25,389.75,-2.75,-0.70%,390396,1581889
02/05/2020,392,393.75,391.25,392.5,-0.25,-0.06%,254394,1574229
02/04/2020,389.5,393.5,389.5,392.75,3.25,+0.83%,337579,1567004
02/03/2020,389.75,391.5,388,389.5,-1.25,-0.32%,381142,1553133
01/31/2020,391.75,393,389.5,390.75,0.25,+0.06%,290088,1546203
01/30/2020,395,395.5,389.75,390.5,-4.75,-1.20%,281023,1537254
01/29/2020,396.25,398.5,394.25,395.25,-2.25,-0.57%,246180,1532889
01/28/2020,397,397.75,393.75,397.5,2.25,+0.57%,450360,1528284
01/27/2020,396,397,392.25,395.25,-3,-0.75%,455798,1541247
01/24/2020,402.75,402.75,397.5,398.25,-5,-1.24%,344526,1547130
01/23/2020,400,403.25,399.25,403.25,2.5,+0.62%,425818,1541460
01/22/2020,401.5,403.5,399.75,400.75,-0.75,-0.19%,258282,1532877
01/21/2020,401.75,402.25,399.25,401.5,-1.25,-0.31%,301666,1529460
01/17/2020,395.5,403,395.5,402.75,8.75,+2.22%,485391,1548002
01/16/2020,401.75,402.25,393.25,394,-8.5,-2.11%,386322,1581057
01/15/2020,403.75,404.75,402,402.5,-1.75,-0.43%,264943,1560240
01/14/2020,404,404.75,403.5,404.25,-0.5,-0.12%,214143,1556447
01/13/2020,402.75,404.75,401.75,404.75,2,+0.50%,258255,1549077
01/10/2020,399.75,403,395,402.75,2.75,+0.69%,431715,1540924
01/09/2020,399.25,402,398.25,400,-0.75,-0.19%,234220,1519777
01/08/2020,399.25,400.75,397.5,400.75,0.75,+0.19%,251103,1509555
01/07/2020,399.5,400.25,398,400,0,0.00%,151832,1487222
01/06/2020,400,402,398.25,400,-0.75,-0.19%,160197,1489217
01/03/2020,404,404.25,400,400.75,-3.75,-0.93%,210719,1489808
01/02/2020,401.75,404.75,401.75,404.5,2,+0.50%,168229,1481417
12/31/2019,402.5,403.25,401.25,402.5,-0.5,-0.12%,135547,1472855
12/30/2019,403.25,404.5,401.25,403,-0.5,-0.12%,180972,1477378
12/27/2019,402.25,404,402.25,403.5,0.75,+0.19%,128005,1471040
12/26/2019,402.25,402.75,401,402.75,0.75,+0.19%,78798,1468600
12/24/2019,401.5,402.75,401.25,402,-0.5,-0.12%,73222,1465801
12/23/2019,401.5,402.75,401,402.5,0.75,+0.19%,118900,1465479
12/20/2019,400,402.5,399.75,401.75,1.25,+0.31%,134528,1466665
12/19/2019,399.5,401.5,399,400.5,0.5,+0.13%,152488,1463901
12/18/2019,401.5,402,399.25,400,-2,-0.50%,208361,1474373
12/17/2019,399.75,402.25,399.5,402,1.75,+0.44%,189638,1484315
12/16/2019,396.25,401.5,396.25,400.25,5,+1.27%,267115,1487811
12/13/2019,396,396.75,393,395.25,2,+0.51%,344355,1488383
12/12/2019,388,396.25,388,393.25,5.25,+1.35%,259435,1484241
12/11/2019,390.25,390.5,387.75,388,-3,-0.77%,211388,1491184
12/10/2019,389,391.5,388.5,391,2,+0.51%,154101,1478582
12/09/2019,389.5,391,388.5,389,-1.25,-0.32%,141384,1472773
12/06/2019,390,391.75,389,390.25,-0.25,-0.06%,157200,1466728
12/05/2019,391.75,392,389.75,390.5,-1.5,-0.38%,168141,1456701
12/04/2019,392,393.75,390.5,392,-0.25,-0.06%,199814,1451615
12/03/2019,391.5,393,390.5,392.25,1,+0.26%,223046,1449806
12/02/2019,392,392.75,389.75,391.25,0.25,+0.06%,247858,1453067
11/29/2019,391,393.25,389,391,2,+0.51%,225781,1457205
11/27/2019,393,394,388.5,389,-4.25,-1.08%,501751,1451381
11/26/2019,395,395.5,392.5,393.25,-2.25,-0.57%,532269,1505976
11/25/2019,392.75,396,392.5,395.5,3,+0.76%,518835,1540017
11/22/2019,393.75,394.5,392.25,392.5,-1.5,-0.38%,478708,1567108
11/21/2019,394.25,395,394,394,-0.25,-0.06%,366833,1643677
11/20/2019,396,396.25,394,394.25,-1.75,-0.44%,617230,1652887
11/19/2019,393.5,396.5,393.25,396,2.5,+0.64%,436375,1641549
11/18/2019,395.75,396.25,393.25,393.5,-2.25,-0.57%,425678,1612010
11/15/2019,399,399,395.5,395.75,-3.25,-0.81%,292613,1622404
11/14/2019,397.25,399.5,397.25,399,1.5,+0.38%,300933,1612916
11/13/2019,399.25,399.75,397.5,397.5,-2.5,-0.63%,424357,1626880
11/12/2019,398.5,400,397.75,400,1.75,+0.44%,469234,1610507
11/11/2019,400.5,400.75,397.75,398.25,-2.75,-0.69%,445812,1610205
11/08/2019,399.25,404.25,397.5,401,1.5,+0.38%,661885,1601179
11/07/2019,400.5,401.25,397.75,399.5,-1.5,-0.37%,437358,1591068
11/06/2019,402.5,403,400.5,401,-1.25,-0.31%,351561,1611927
11/05/2019,403.75,404.5,401.5,402.25,-1.5,-0.37%,302675,1609336
11/04/2019,404,404.25,403,403.75,-2,-0.49%,254854,1607245
11/01/2019,405.75,407.25,404.25,405.75,0,0.00%,257946,1603645
10/31/2019,406.25,406.5,403.75,405.75,-1,-0.25%,300189,1586082
10/30/2019,405.5,407,405.5,406.75,0.5,+0.12%,314290,1592647
10/29/2019,405,406.75,404.75,406.25,0.75,+0.18%,263586,1591878
10/28/2019,407,407.75,404.75,405.5,-2.25,-0.55%,190741,1598805
10/25/2019,408.25,409.5,407.25,407.75,-0.5,-0.12%,218722,1594009
10/24/2019,409.5,410.25,408,408.25,-1,-0.24%,224273,1605947
10/23/2019,409,410,408,409.25,-0.25,-0.06%,194447,1606977
10/22/2019,409,411,407.75,409.5,0.5,+0.12%,225528,1608763
10/21/2019,410,411.5,408.25,409,-1.25,-0.30%,241770,1599739
10/18/2019,410,411.25,408.75,410.25,-0.5,-0.12%,214135,1595736
10/17/2019,408.5,411.25,408.25,410.75,2.25,+0.55%,243892,1581722
10/16/2019,408.25,409.75,406.5,408.5,-0.25,-0.06%,229632,1575198
10/15/2019,409.25,409.75,407,408.75,-0.75,-0.18%,231686,1570763
10/14/2019,411,411.5,408,409.5,-0.5,-0.12%,263210,1587291
10/11/2019,405.25,410.75,405.25,410,5,+1.23%,460563,1612449
10/10/2019,408,409.5,404.25,405,-3.75,-0.92%,525716,1613852
10/09/2019,408.75,409.75,407.75,408.75,-0.25,-0.06%,247472,1604167
10/08/2019,406.25,409.5,404.75,409,2.5,+0.62%,339748,1621187
10/07/2019,405.5,406.75,403.75,406.5,2.25,+0.56%,171683,1598633
10/04/2019,405.25,406,403.5,404.25,-1.25,-0.31%,184670,1599358
10/03/2019,404,405.75,404,405.5,0.75,+0.19%,205934,1595281
10/02/2019,407,408,404,404.75,-3.25,-0.80%,259924,1595241
10/01/2019,407.5,408.5,406,408,-0.25,-0.06%,351693,1602769
09/30/2019,403,409,402.75,408.25,5.25,+1.30%,542993,1614926
09/27/2019,404,404.75,402.75,403,-1.25,-0.31%,137823,1627979
09/26/2019,403.5,405.25,402.75,404.25,-0.5,-0.12%,283417,1624782
09/25/2019,404,405,402.25,404.75,1.25,+0.31%,184969,1615071
09/24/2019,403,404.75,401.75,403.5,0,0.00%,224251,1615504
09/23/2019,402.75,405,402.5,403.5,1.5,+0.37%,149894,1615247
09/20/2019,405,405,401.75,402,-3,-0.74%,221139,1609733
09/19/2019,404.75,406.75,403.75,405,-0.25,-0.06%,197482,1617701
09/18/2019,404.5,406.5,403.5,405.25,0.5,+0.12%,216595,1622551
09/17/2019,410.25,410.5,403.75,404.75,-6,-1.46%,227235,1625789
09/16/2019,408,411,405.75,410.75,4,+0.98%,222202,1614609
09/13/2019,406.25,408,405.25,406.75,0.25,+0.06%,244805,1626324
09/12/2019,402,407.5,397.75,406.5,4.5,+1.12%,514295,1635822
09/11/2019,403.5,404.25,399.75,402,-1.25,-0.31%,334786,1631300
09/10/2019,398.75,403.75,398.5,403.25,5.25,+1.32%,269477,1625371
09/09/2019,395.75,398.25,394.5,398,1.25,+0.32%,263370,1610042
09/06/2019,399.5,400.25,396.25,396.75,-2.5,-0.63%,239369,1591646
09/05/2019,399.75,401.75,399,399.25,-0.5,-0.13%,220833,1580510
09/04/2019,399.25,400.25,397,399.75,0.25,+0.06%,316069,1575207
09/03/2019,404,404,399,399.5,-4.75,-1.18%,310969,1571335
08/30/2019,404.25,406.25,403.25,404.25,0.5,+0.12%,254350,1561829
08/29/2019,402.25,405.5,402,403.75,1.5,+0.37%,478890,1560861
08/28/2019,403.75,405,401,402.25,-1,-0.25%,579060,1586341
08/27/2019,404.75,405,402.5,403.25,-1.25,-0.31%,353631,1639672
08/26/2019,404,406.5,403.5,404.5,0.25,+0.06%,347805,1665221
08/23/2019,405.75,406.25,402.75,404.25,-1.75,-0.43%,484040,1680964
08/22/2019,406,408,404.75,406,0.25,+0.06%,335185,1743333
08/21/2019,404.75,406.75,403,405.75,2,+0.50%,410433,1737243
08/20/2019,406.5,407.5,403.5,403.75,-1.25,-0.31%,393671,1743824
08/19/2019,406.5,407.5,403.75,405,-3.5,-0.86%,290458,1747661
08/16/2019,404.75,408.5,404,408.5,5,+1.24%,377454,1752322
08/15/2019,403.5,407,402,403.5,0.75,+0.19%,376112,1756245
08/14/2019,408,411,402.5,402.75,-5.25,-1.29%,628974,1758137
08/13/2019,405.75,412.25,402.75,408,0.5,+0.12%,1063003,1765396
08/12/2019,414.5,414.5,402.5,407.5,-7.5,-1.81%,911770,1772087
08/09/2019,414.5,416.75,413.5,415,0,0.00%,518484,1776145
08/08/2019,412,416,411.75,415,3,+0.73%,514952,1798338
08/07/2019,409.5,412.5,407.75,412,2.75,+0.67%,472282,1805831
08/06/2019,414.25,415,409.25,409.25,-6,-1.44%,366447,1814664
08/05/2019,412,415.75,408.25,415.25,3,+0.73%,389869,1815792
08/02/2019,408.75,412.5,408,412.25,3.5,+0.86%,299807,1813392
08/01/2019,410.75,412.25,406.75,408.75,-2.5,-0.61%,470728,1814142
07/31/2019,415,416.75,410.75,411.25,-4.5,-1.08%,479334,1803020
07/30/2019,417.5,417.5,414.75,415.75,-1.75,-0.42%,269176,1781850
07/29/2019,415,418.5,414.25,417.5,1.5,+0.36%,240255,1776475
07/26/2019,417,417.25,414.5,416,-1.75,-0.42%,280619,1780809
07/25/2019,418.25,419,416.75,417.75,-0.25,-0.06%,448777,1790663
07/24/2019,418.25,420.25,417.25,418,-0.5,-0.12%,254545,1792345
07/23/2019,417.5,418.75,415.5,418.5,1.25,+0.30%,377969,1783259
07/22/2019,419,419.5,416,417.25,-1.25,-0.30%,298116,1785770
07/19/2019,416,419.5,415.75,418.5,1.75,+0.42%,311107,1791833
07/18/2019,418.5,419.25,415.75,416.75,-2.75,-0.66%,426510,1795201
07/17/2019,418,420.75,416.25,419.5,1.25,+0.30%,330770,1801514
07/16/2019,418.5,419.5,414.5,418.25,-1.5,-0.36%,382777,1797311
07/15/2019,423,423.5,418.75,419.75,-3,-0.71%,461088,1798028
07/12/2019,419,423,419,422.75,2.75,+0.65%,463146,1801250
07/11/2019,417.5,420.25,413.75,420,2.25,+0.54%,461594,1783871
07/10/2019,415,418.25,412.25,417.75,2.25,+0.54%,286046,1780581
07/09/2019,416.5,416.5,413,415.5,-0.5,-0.12%,326550,1780296
07/08/2019,419,419.25,415.25,416,-2.25,-0.54%,409512,1775117
07/05/2019,419,421,417,418.25,-2.5,-0.59%,233299,1752831
07/03/2019,417,421,416,420.75,3.75,+0.90%,364652,1752038
07/02/2019,413,417.5,412.75,417,4.25,+1.03%,386925,1746923
