Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
09/17/2021,529,530.5,521.75,527.25,-2.25,-0.42%,178787,1381617
09/16/2021,533.5,537.5,528,529.5,-4,-0.75%,189127,1377440
09/15/2021,520.75,534.5,520.5,533.5,13.25,+2.55%,261709,1383686
09/14/2021,514,521.5,513,520.25,7,+1.36%,193525,1380447
09/13/2021,517.5,519.75,507.5,513.25,-4.25,-0.82%,199316,1377952
09/10/2021,510,524,497.5,517.5,7.5,+1.47%,442656,1379603
09/09/2021,510.25,513,504.25,510,-0.25,-0.05%,314785,1384757
09/08/2021,510.75,516.75,507.75,510.25,-0.5,-0.10%,268262,1387038
09/07/2021,524,526.25,510.25,510.75,-13.25,-2.53%,265931,1381035
09/03/2021,524.75,528,520,524,-1.5,-0.29%,214996,1371094
09/02/2021,522.75,528.25,516.75,525.5,2.75,+0.53%,267397,1371426
09/01/2021,534.75,536.25,518.25,522.75,-11.5,-2.15%,345043,1372901
08/31/2021,542.75,545.5,525.25,534.25,-8.5,-1.57%,350477,1374654
08/30/2021,553,558,536.75,542.75,-11,-1.99%,421380,1375946
08/27/2021,550.75,554.5,544.25,553.75,3,+0.54%,302718,1393806
08/26/2021,550,554,547.5,550.75,-1,-0.18%,229002,1431308
08/25/2021,545,555.75,541,551.75,6.5,+1.19%,298704,1443949
08/24/2021,537,547,536,545.25,9.75,+1.82%,291421,1443764
08/23/2021,534.5,542.75,529.5,535.5,-1.5,-0.28%,226533,1447677
08/20/2021,551.25,554.25,532.5,537,-13.75,-2.50%,322765,1451042
08/19/2021,563,563.5,546.5,550.75,-14.25,-2.52%,300791,1440637
08/18/2021,564,568.5,561.25,565,1.5,+0.27%,194252,1433552
08/17/2021,571.75,573.75,561.5,563.5,-5.25,-0.92%,222715,1435341
08/16/2021,573,576,564.75,568.75,-4.25,-0.74%,216196,1439668
08/13/2021,572.5,582,566.25,573,-0.25,-0.04%,354537,1438087
08/12/2021,557.5,594.25,551.5,573.25,14,+2.50%,846931,1449115
08/11/2021,552.5,561.75,552,559.25,6,+1.08%,474768,1429087
08/10/2021,552,554.75,547.5,553.25,-0.5,-0.09%,378940,1424121
08/09/2021,555.25,558,549,553.75,-2.75,-0.49%,382912,1430680
08/06/2021,552.75,559.75,547.25,556.5,3.5,+0.63%,396344,1442499
08/05/2021,547,558,545.75,553,6.25,+1.14%,315952,1465814
08/04/2021,552,556.75,541.25,546.75,-5,-0.91%,264115,1465068
08/03/2021,557,565.25,547.25,551.75,-7.5,-1.34%,321591,1471063
08/02/2021,545,559.75,540.75,559.25,14,+2.57%,253868,1472636
07/30/2021,555,556,543.5,545.25,-11.25,-2.02%,202299,1475658
07/29/2021,549,557.75,546.25,556.5,7.5,+1.37%,212588,1474056
07/28/2021,551,552.5,542.75,549,2.75,+0.50%,184330,1470957
07/27/2021,551.5,560.75,542.25,546.25,-0.5,-0.09%,208094,1466666
07/26/2021,545,547.5,532.25,546.75,3.75,+0.69%,214440,1469430
07/23/2021,561,565,540.5,543,-18.25,-3.25%,247813,1473842
07/22/2021,568,568,550.75,561.25,-7.25,-1.28%,272880,1476047
07/21/2021,566,573,562.75,568.5,2.75,+0.49%,256433,1478447
07/20/2021,554,570.75,553.25,565.75,13.5,+2.44%,265897,1478051
07/19/2021,565.5,567.5,544.5,552.25,0.25,+0.05%,237599,1477602
07/16/2021,556,565.5,548.75,552,-4.25,-0.76%,250529,1484626
07/15/2021,558.75,561.5,551,556.25,-2.5,-0.45%,213279,1483632
07/14/2021,540.5,562.75,536.75,558.75,18,+3.33%,282181,1485291
07/13/2021,531.75,547,527.5,540.75,7.75,+1.45%,282344,1494978
07/12/2021,515.75,534,514.25,533,16,+3.09%,278209,1497699
07/09/2021,523.5,524.25,507,517,-6.75,-1.29%,298479,1500671
07/08/2021,533.5,538.25,520.25,523.75,-7.25,-1.37%,264873,1494355
07/07/2021,535.75,545.25,519,531,-8.75,-1.62%,380108,1505220
07/06/2021,552.25,552.25,539.75,539.75,-40,-6.90%,251994,1512738
07/02/2021,587.75,597.5,573.5,579.75,-9.25,-1.57%,263776,1512011
07/01/2021,594.75,611.25,584,589,0.5,+0.08%,423641,1504450
06/30/2021,546.5,588.5,528.25,588.5,40,+7.29%,569601,1495750
06/29/2021,548.25,559,541.5,548.5,1.25,+0.23%,352637,1485202
06/28/2021,519,548.25,517.5,547.25,28,+5.39%,354929,1522357
06/25/2021,535,542.25,518,519.25,-16.75,-3.13%,405417,1552931
06/24/2021,534,541.75,514.25,536,0.25,+0.05%,473565,1593011
06/23/2021,538,543,528.75,535.75,-3.25,-0.60%,377513,1615030
06/22/2021,561,566,536.25,539,-18,-3.23%,400585,1632258
06/21/2021,545.5,564.75,540,557,-9.25,-1.63%,360063,1675970
06/18/2021,531.5,575,530.5,566.25,33.75,+6.34%,502485,1694248
06/17/2021,571,573.25,532.5,532.5,-40,-6.99%,518133,1700036
06/16/2021,576.75,585.75,566,572.5,-1.25,-0.22%,420828,1721137
06/15/2021,584.5,586.25,561,573.75,-7.5,-1.29%,416026,1723608
06/14/2021,598,598.75,570.5,581.25,-28.5,-4.67%,425483,1748483
06/11/2021,616,619.75,596,609.75,-6.75,-1.09%,570215,1760502
06/10/2021,608.75,628.25,606.5,616.5,6.75,+1.11%,618633,1750127
06/09/2021,609,615,593,609.75,0.25,+0.04%,538288,1734315
06/08/2021,606,617.75,605,609.5,6.75,+1.12%,559000,1728203
06/07/2021,605.5,618.25,597.5,602.75,11.25,+1.90%,632450,1726096
06/04/2021,569,592.75,568,591.5,25,+4.41%,353056,1720385
06/03/2021,573.5,582.75,558.25,566.5,-6.25,-1.09%,399667,1721679
06/02/2021,572,584.75,563.5,572.75,-4.25,-0.74%,377372,1732085
06/01/2021,558,585.5,551,577,31.5,+5.77%,394665,1735715
05/28/2021,552.5,557.75,544,545.5,-9.5,-1.71%,303619,1730652
05/27/2021,523,557,521,555,34.25,+6.58%,367889,1731719
05/26/2021,515.75,523,500.25,520.75,5,+0.97%,382460,1728292
05/25/2021,540.75,543.25,513.75,515.75,-24.5,-4.53%,402484,1720733
05/24/2021,540,542.5,529,540.25,-6.25,-1.14%,208365,1717870
05/21/2021,551.5,553.25,542.25,546.5,-5.5,-1.00%,223642,1713842
05/20/2021,541,555.75,540.25,552,13,+2.41%,279511,1712219
05/19/2021,545.25,545.75,520.75,539,-4.25,-0.78%,334119,1704897
05/18/2021,537.75,549.75,537.75,543.25,6,+1.12%,336324,1697454
05/17/2021,540,549.25,527,537.25,-5.5,-1.01%,396922,1695805
05/14/2021,558,575,541.25,542.75,-15.5,-2.78%,583782,1700920
05/13/2021,590.25,592.75,553,558.25,-34.75,-5.86%,545277,1703869
05/12/2021,611.25,618,585,593,-18.25,-2.99%,458728,1713685
05/11/2021,607.75,618,599,611.25,2,+0.33%,355563,1717273
05/10/2021,625,631.25,606.75,609.25,-27.25,-4.28%,433609,1711426
05/07/2021,627.5,638,618.25,636.5,11,+1.76%,510086,1716244
05/06/2021,608,628,605,625.5,20.75,+3.43%,515010,1699299
05/05/2021,581.25,606.5,580,604.75,24.25,+4.18%,440337,1676606
05/04/2021,562.5,582.75,560.75,580.5,17.5,+3.11%,397378,1670424
05/03/2021,569,578.25,558.75,563,-0.75,-0.13%,438259,1669234
04/30/2021,545,566.5,542,563.75,17.5,+3.20%,356259,1669392
04/29/2021,544.5,549.75,538.5,546.25,-0.25,-0.05%,372048,1666039
04/28/2021,560.5,563.25,537.25,546.5,-15.75,-2.80%,703024,1669989
04/27/2021,569.5,593,552.25,562.25,-6,-1.06%,856417,1698687
04/26/2021,554,573.25,551,568.25,17.5,+3.18%,628639,1756880
04/23/2021,552.75,553,542.75,550.75,-2.5,-0.45%,530291,1785870
04/22/2021,535,557.25,534,553.25,16.75,+3.12%,545373,1831888
04/21/2021,529,540.5,524,536.5,8,+1.51%,493888,1823898
04/20/2021,519.5,533.5,519.25,528.5,8.25,+1.59%,485585,1810407
04/19/2021,516,521.75,515,520.25,8,+1.56%,261303,1808333
04/16/2021,512,515.75,510,512.25,0,0.00%,365946,1819509
04/15/2021,511,517,508.5,512.25,1,+0.20%,404770,1815949
04/14/2021,504.25,513.75,504,511.25,7,+1.39%,532487,1811784
04/13/2021,495.75,505.75,494.75,504.25,7.75,+1.56%,519590,1793078
04/12/2021,497.5,501.75,491.25,496.5,0,0.00%,417315,1781820
04/09/2021,494,503.75,494,496.5,1.75,+0.35%,541450,1781952
04/08/2021,485.25,494.75,484.5,494.75,9.25,+1.91%,551235,1772043
04/07/2021,483.75,486.25,481.5,485.5,2.25,+0.47%,322107,1767396
04/06/2021,488,490.75,482.25,483.25,-5.25,-1.07%,279820,1763485
04/05/2021,486,493.5,485.5,488.5,4,+0.83%,332985,1768738
04/01/2021,483.5,493,480.75,484.5,7,+1.47%,544479,1764174
03/31/2021,453,477.5,449.75,477.5,25,+5.52%,413673,1747966
03/30/2021,460.5,461.75,449.5,452.5,-8.75,-1.90%,280119,1740902
03/29/2021,468,468,460.5,461.25,-5.25,-1.13%,217998,1747741
03/26/2021,465.25,467.25,463,466.5,1,+0.21%,212799,1745549
03/25/2021,467.25,468.25,464.25,465.5,-3.5,-0.75%,255575,1746545
03/24/2021,468.75,470.5,466.5,469,-0.75,-0.16%,168847,1744484
03/23/2021,468.25,472.25,465.25,469.75,1.75,+0.37%,217179,1747316
03/22/2021,470.5,471.5,465.25,468,-3.5,-0.74%,228880,1751462
03/19/2021,467.75,471.5,465.25,471.5,3.5,+0.75%,291767,1753351
03/18/2021,474,476.5,467.5,468,-7.5,-1.58%,313472,1767332
03/17/2021,477,477.5,472.75,475.5,-2.25,-0.47%,245044,1785985
03/16/2021,477.5,478.25,471.5,477.75,-1,-0.21%,253186,1790781
03/15/2021,477,479,472.75,478.75,0,0.00%,266162,1790773
03/12/2021,483,483.5,476,478.75,-4.75,-0.98%,232144,1788597
03/11/2021,480,484,478,483.5,3.25,+0.68%,243377,1790287
03/10/2021,484.25,484.25,476.25,480.25,-4.5,-0.93%,322140,1790562
03/09/2021,480.75,485,475.25,484.75,3.25,+0.67%,270464,1790049
03/08/2021,483.5,485.75,475.75,481.5,0,0.00%,337944,1789945
03/05/2021,475.25,482.25,474,481.5,6,+1.26%,302549,1793871
03/04/2021,473.5,479.25,470.25,475.5,2,+0.42%,342316,1791277
03/03/2021,475,475.75,471.5,473.5,-2.25,-0.47%,261120,1794272
03/02/2021,468.25,477.75,463.75,475.75,7,+1.49%,322696,1799033
03/01/2021,473.25,474.75,467.75,468.75,-2,-0.42%,262399,1812906
02/26/2021,472,472.5,465.25,470.75,-3.25,-0.69%,316735,1810927
02/25/2021,476,479,469.5,474,-2.75,-0.58%,551515,1829166
02/24/2021,469,477.5,468.75,476.75,7,+1.49%,502755,1878631
02/23/2021,469.5,474.25,468.25,469.75,0,0.00%,438336,1928495
02/22/2021,462.75,470,462.25,469.75,9.75,+2.12%,381756,1930540
02/19/2021,459,466.5,457,460,0.75,+0.16%,489399,1946618
02/18/2021,459,460.5,456.5,459.25,-0.75,-0.16%,294173,1978076
02/17/2021,457,460,450.75,460,2.25,+0.49%,306024,1960546
02/16/2021,452.75,457.75,447,457.75,9,+2.01%,320943,1948459
02/12/2021,451,454.75,448.25,448.75,-3.75,-0.83%,256182,1969939
02/11/2021,447.75,452.75,441,452.5,4.5,+1.00%,576040,1969831
02/10/2021,454.75,455.25,444,448,-7.75,-1.70%,624041,1964305
02/09/2021,457.75,462,448,455.75,-2.5,-0.55%,816969,1970144
02/08/2021,451.25,459.75,449.75,458.25,6.5,+1.44%,573263,1966723
02/05/2021,452,453.25,449.75,451.75,0,0.00%,441734,1966245
02/04/2021,450,454,448.5,451.75,0.75,+0.17%,454726,1974259
02/03/2021,446,451.5,443,451,4,+0.89%,432927,1967188
02/02/2021,447.5,449.25,444,447,-0.75,-0.17%,356014,1951339
02/01/2021,445.25,450,442.5,447.75,2.5,+0.56%,434526,1957914
01/29/2021,439.25,447.25,435.5,445.25,6.5,+1.48%,600710,1959084
01/28/2021,440.75,449.25,437.25,438.75,-3.75,-0.85%,538187,1948211
01/27/2021,444.5,451.5,441.5,442.5,-2,-0.45%,442160,1927322
01/26/2021,435.75,447.25,432.25,444.5,9.75,+2.24%,471209,1923315
01/25/2021,429,438,423.5,434.75,4.5,+1.05%,491466,1910924
01/22/2021,447.75,447.75,428.25,430.25,-18.5,-4.12%,529164,1905956
01/21/2021,447.25,454.25,446,448.75,-0.25,-0.06%,329704,1917236
01/20/2021,454,454.25,445.5,449,-6,-1.32%,429230,1904855
01/19/2021,458.5,462.5,453.5,455,-5,-1.09%,392880,1893524
01/15/2021,457.25,461.25,456,460,2.25,+0.49%,376481,1904094
01/14/2021,445.5,458.75,445.25,457.75,4.5,+0.99%,449195,1908872
01/13/2021,457,465.5,451.25,453.25,-4.25,-0.93%,676576,1901075
01/12/2021,440,459.5,436.25,457.5,16.75,+3.80%,640244,1891208
01/11/2021,439.5,442.75,438,440.75,0.25,+0.06%,368926,1852406
01/08/2021,440.25,443.5,439.25,440.5,-0.5,-0.11%,342813,1856277
01/07/2021,439.75,441.75,434.5,441,-0.25,-0.06%,377967,1837912
01/06/2021,438,444,437.75,441.25,2.75,+0.63%,388348,1813505
01/05/2021,434,440,433.25,438.5,4,+0.92%,400120,1778403
01/04/2021,435.25,440,431.25,434.5,-0.25,-0.06%,488935,1766227
12/31/2020,432.5,436,430.75,434.75,1.75,+0.40%,299800,1749737
12/30/2020,430,433.75,428.25,433,2.75,+0.64%,297933,1736283
12/29/2020,425.25,431.25,423.25,430.25,3.5,+0.82%,364769,1722252
12/28/2020,424.75,428,424.25,426.75,2.25,+0.53%,249793,1706261
12/24/2020,422.75,424.5,422.5,424.5,1.25,+0.30%,126521,1704389
12/23/2020,419,424.25,417.75,423.25,3.5,+0.83%,265960,1707911
12/22/2020,419.5,420.75,417.75,419.75,-0.25,-0.06%,237245,1697882
12/21/2020,418.25,420,414.25,420,1.5,+0.36%,231372,1688402
12/18/2020,414.5,419.25,413.75,418.5,3.5,+0.84%,233461,1686203
12/17/2020,412.5,415,410.75,415,1.5,+0.36%,193007,1673137
12/16/2020,412,414,411.25,413.5,1.25,+0.30%,191860,1671983
12/15/2020,411.5,412.5,409.5,412.25,0.5,+0.12%,162184,1671904
12/14/2020,412.5,414,409.75,411.75,-0.5,-0.12%,171541,1662936
12/11/2020,409.25,412.25,407.5,412.25,3,+0.73%,193782,1664356
12/10/2020,410,412.75,408.25,409.25,-1.25,-0.30%,243317,1661107
12/09/2020,408,410.75,407.75,410.5,2,+0.49%,164090,1661184
12/08/2020,409,410.75,406.75,408.5,-2.5,-0.61%,188424,1662063
12/07/2020,407.75,411,406.5,411,0.75,+0.18%,271812,1662787
12/04/2020,410.75,411.5,407,410.25,-0.5,-0.12%,254507,1666136
12/03/2020,408,410.75,407.25,410.75,2.75,+0.67%,283478,1667785
12/02/2020,406,408,404,408,1,+0.25%,323440,1667222
12/01/2020,408.5,411.5,405.75,407,-1,-0.25%,297200,1670784
11/30/2020,414.75,415,407.5,408,-6.5,-1.57%,344604,1671152
11/27/2020,410.5,414.75,410.25,414.5,3.75,+0.91%,253224,1669421
11/25/2020,412.5,413.5,410,410.75,-1.5,-0.36%,489555,1681027
11/24/2020,410.5,412.5,406.25,412.25,1.25,+0.30%,472744,1714374
11/23/2020,410,412.75,409.5,411,2.75,+0.67%,417139,1737962
11/20/2020,408,411.5,407.5,408.25,0.5,+0.12%,387055,1747457
11/19/2020,407.5,409.75,405.5,407.75,-1.25,-0.31%,367173,1776929
11/18/2020,406,411.5,406,409,1.5,+0.37%,480326,1777905
11/17/2020,407,408.5,406,407.5,0.25,+0.06%,390882,1783436
11/16/2020,404,407.75,403.25,407.25,2.75,+0.68%,294416,1757578
11/13/2020,402,406.5,400,404.5,2,+0.50%,427229,1769356
11/12/2020,405.5,407,400.5,402.5,-2.75,-0.68%,525358,1764214
11/11/2020,405,408,402.75,405.25,-0.5,-0.12%,682911,1764897
11/10/2020,397.5,407,396.25,405.75,8.25,+2.08%,816325,1760320
11/09/2020,395.5,398.5,393,397.5,2,+0.51%,451235,1727331
11/06/2020,395.75,398.25,394.25,395.5,-0.25,-0.06%,439357,1735491
11/05/2020,393,397.75,392.25,395.75,2.5,+0.64%,506358,1726575
11/04/2020,389,393.5,387.5,393.25,3.5,+0.90%,376777,1710506
11/03/2020,387,390,386.25,389.75,2.25,+0.58%,357580,1703764
11/02/2020,385.25,387.75,383.75,387.5,0.25,+0.06%,312588,1693695
10/30/2020,383.5,387.75,383.25,387.25,3.5,+0.91%,415828,1694701
10/29/2020,382.5,386,381,383.75,1,+0.26%,526054,1699393
10/28/2020,390.75,391.25,382,382.75,-8.5,-2.17%,651458,1698292
10/27/2020,391,395.25,391,391.25,-1,-0.25%,426691,1682271
10/26/2020,394.25,394.25,390,392.25,-1.75,-0.44%,387501,1673198
10/23/2020,396,396.75,393.25,394,-2.5,-0.63%,343211,1657517
10/22/2020,399.25,399.5,395.75,396.5,-3,-0.75%,360125,1664566
10/21/2020,400,401.5,399,399.5,-0.75,-0.19%,425593,1652311
10/20/2020,397.75,400.5,397,400.25,2.25,+0.57%,325244,1622230
10/19/2020,396.25,398.75,396,398,2.25,+0.57%,308939,1608349
10/16/2020,395,397,394,395.75,1,+0.25%,404290,1585898
10/15/2020,393.5,396.25,391,394.75,1,+0.25%,437391,1572682
10/14/2020,394.75,394.75,392,393.75,-1.25,-0.32%,325354,1552548
10/13/2020,393.25,395.5,392.5,395,2.25,+0.57%,218471,1550756
10/12/2020,396.5,398,392.25,392.75,-4,-1.01%,335214,1544031
10/09/2020,391.25,397.25,391.25,396.75,4.25,+1.08%,496635,1538606
10/08/2020,395,397.25,391.75,392.5,-3,-0.76%,351759,1531693
10/07/2020,394.75,398,394,395.5,0.5,+0.13%,316359,1542463
10/06/2020,391,396.25,390.25,395,3.5,+0.89%,347480,1550416
10/05/2020,390,392.5,389.5,391.5,0.5,+0.13%,197265,1540476
10/02/2020,392,393.5,390.25,391,-2.25,-0.57%,295747,1543526
10/01/2020,391,395,390.25,393.25,1.75,+0.45%,359714,1525177
09/30/2020,382.5,396,381.25,391.5,8.5,+2.22%,550965,1526778
09/29/2020,383.25,384.5,380.5,383,-1.5,-0.39%,227840,1513913
09/28/2020,383,386.5,380.5,384.5,0.5,+0.13%,250214,1514106
09/25/2020,383,385.75,382.5,384,0.75,+0.20%,207125,1506366
09/24/2020,386.75,386.75,383,383.25,-4,-1.03%,244503,1507993
09/23/2020,387.25,387.5,384.5,387.25,-0.5,-0.13%,201237,1508897
09/22/2020,388,390.25,385.5,387.75,-0.5,-0.13%,262603,1502375
09/21/2020,392.5,393.5,386.5,388.25,-5,-1.27%,335066,1502526
09/18/2020,389,393.25,388,393.25,3.75,+0.96%,336998,1498989
09/17/2020,388.75,390.75,385.75,389.5,0.25,+0.06%,387152,1482261
09/16/2020,385.75,389.5,383,389.25,2.75,+0.71%,257890,1466809
09/15/2020,389.25,389.25,386,386.5,-3,-0.77%,220795,1458330
09/14/2020,390,390.75,388.75,389.5,-0.25,-0.06%,223457,1454696
09/11/2020,387.75,390.5,386.25,389.75,2,+0.52%,382691,1438632
09/10/2020,385.25,388.25,384.75,387.75,2.5,+0.65%,348908,1415534
09/09/2020,385.25,386,384.5,385.25,-0.75,-0.19%,219518,1396942
09/08/2020,384,386.25,381.75,386,1.75,+0.46%,295916,1396854
09/04/2020,381.75,384.75,381.5,384.25,2.25,+0.59%,201308,1391495
09/03/2020,383.25,384.25,381.25,382,-1.5,-0.39%,188522,1384211
09/02/2020,381.5,383.75,379.5,383.5,1.5,+0.39%,281320,1387257
09/01/2020,378,382,375.75,382,1.75,+0.46%,354441,1381162
08/31/2020,381.75,384,379.75,380.25,-2,-0.52%,373189,1364454
08/28/2020,382.25,383.25,380.25,382.25,-0.75,-0.20%,463440,1354289
08/27/2020,381,383.25,380.25,383,1.5,+0.39%,526881,1370183
08/26/2020,382,383,380.75,381.5,-0.75,-0.20%,393172,1387553
08/25/2020,378.5,383,378,382.25,5.5,+1.46%,571988,1418392
08/24/2020,374,377.25,373.5,376.75,2.75,+0.74%,393704,1461490
08/21/2020,374,374.5,372.75,374,0,0.00%,407437,1479911
08/20/2020,373.5,375,371,374,-0.5,-0.13%,290678,1515356
08/19/2020,374.25,376.5,373,374.5,-2,-0.53%,269962,1514464
08/18/2020,376,378.75,375.75,376.5,-0.25,-0.07%,411554,1525023
08/17/2020,373,377,372.75,376.75,4.75,+1.28%,367064,1545273
08/14/2020,371,373.5,370,372,0.25,+0.07%,458099,1553851
08/13/2020,362.5,372.25,362.5,371.75,8.75,+2.41%,900479,1567889
08/12/2020,360.75,363.25,358.5,363,1.75,+0.48%,600586,1598646
08/11/2020,361.75,363.75,360.5,361.25,-0.5,-0.14%,497383,1589059
08/10/2020,360.5,362.25,359.5,361.75,1,+0.28%,435364,1620655
08/07/2020,362.25,363.25,359.5,360.75,-2,-0.55%,337074,1630523
08/06/2020,362.75,364,359.75,362.75,-0.5,-0.14%,324198,1645807
08/05/2020,361,363.25,360.75,363.25,2.25,+0.62%,322960,1641638
08/04/2020,362,362.5,359,361,-1.5,-0.41%,491003,1638917
08/03/2020,362,363.75,360.25,362.5,0,0.00%,227988,1614914
07/31/2020,362.25,364,361.5,362.5,0.25,+0.07%,215137,1623627
07/30/2020,362,364.75,361.75,362.25,0.5,+0.14%,295973,1622652
07/29/2020,363.25,364.5,361,361.75,-1.25,-0.34%,340602,1616810
07/28/2020,365.5,365.5,362.25,363,-3.75,-1.02%,278429,1599450
07/27/2020,366.75,368,365,366.75,0.25,+0.07%,250906,1571404
07/24/2020,366,367.5,365,366.5,0.5,+0.14%,350422,1568681
07/23/2020,365,366.25,363.75,366,1,+0.27%,240194,1554713
07/22/2020,362.25,365.75,362.25,365,3,+0.83%,293062,1532765
07/21/2020,365.5,365.5,361,362,-4,-1.09%,303242,1523220
07/20/2020,367.5,367.5,363,366,-1.25,-0.34%,280000,1514878
07/17/2020,366.25,368.25,366,367.25,1.5,+0.41%,217341,1506324
07/16/2020,364.25,369,364.25,365.75,1,+0.27%,269035,1504833
07/15/2020,364.25,366.75,363,364.75,0.75,+0.21%,266493,1517170
07/14/2020,366.5,368.25,363.75,364,-2.25,-0.61%,316262,1497743
07/13/2020,369.5,369.75,364.75,366.25,-4.75,-1.28%,439298,1487362
07/10/2020,378.25,380.75,370,371,-7,-1.85%,454863,1483548
07/09/2020,376.25,380,375,378,1.5,+0.40%,406609,1475603
07/08/2020,373.75,377,372.25,376.5,1.75,+0.47%,294800,1476390
07/07/2020,376,376.5,371.75,374.75,-0.5,-0.13%,328697,1489681
07/06/2020,377,377.25,374.75,375.25,1.25,+0.33%,319272,1494819
07/02/2020,378.25,380,373.75,374,-3.75,-0.99%,353572,1507589
07/01/2020,373,380,373,377.75,4.75,+1.27%,599894,1531476
06/30/2020,364.75,375,364,373,6.5,+1.77%,889100,1559526
06/29/2020,359,367,358,366.5,6.75,+1.88%,609982,1549165
06/26/2020,361.75,364,357,359.75,-1.75,-0.48%,660344,1600310
06/25/2020,365,365,358,361.5,-3.5,-0.96%,677503,1642629
06/24/2020,368,370.5,364.5,365,-3.75,-1.02%,492571,1615596
